customer_id,churn_probability,reason_1,reason_2,reason_3
C00452,0.55389971468825,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low engagement rate (4/10) increased churn risk
C00453,0.42727041570540075,Few promotional offers used (0) increased churn risk,High daily watch time (4.3 hours) decreased churn risk,Frequent support queries (7) increased churn risk
C00454,0.9468100439304119,Low satisfaction score (1/10) increased churn risk,Low daily watch time (0.6 hours) increased churn risk,Few support queries (2) decreased churn risk
C00455,0.0995332215917184,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High engagement rate (8/10) decreased churn risk
C00456,0.06048810456645771,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00457,0.4370972361109803,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk,High daily watch time (4.4 hours) decreased churn risk
C00458,0.5369339800595039,High satisfaction score (10/10) decreased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (8/10) decreased churn risk
C00459,0.9682677007558423,Low daily watch time (0.5 hours) increased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk
C00460,0.9772056986943584,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (3 months) increased churn risk
C00461,0.12040571997340178,Long subscription history (24 months) decreased churn risk,Few support queries (2) decreased churn risk,Low daily watch time (1.0 hours) increased churn risk
C00462,0.29779070087005827,High satisfaction score (8/10) decreased churn risk,Low daily watch time (0.8 hours) increased churn risk,Delayed payment history increased churn risk
C00463,0.06564259251157586,High satisfaction score (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00464,0.40629636026155247,Short subscription history (3 months) increased churn risk,Support queries logged (3) decreased churn risk,Few promotional offers used (1) increased churn risk
C00465,0.01166571892704994,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00466,0.7831620857658338,Low satisfaction score (2/10) increased churn risk,Daily watch time (1.7 hours) increased churn risk,On-Time payment history decreased churn risk
C00467,0.9048689558481862,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00468,0.9027083885542543,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00469,0.13106058375979618,High satisfaction score (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High engagement rate (8/10) decreased churn risk
C00470,0.010276617368380947,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00471,0.7778445417895138,Frequent support queries (10) increased churn risk,Short subscription history (3 months) increased churn risk,High daily watch time (3.9 hours) decreased churn risk
C00472,0.3458504387207604,Low satisfaction score (2/10) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00473,0.028029187109803153,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00474,0.5771352227950477,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,Short subscription history (3 months) increased churn risk
C00475,0.2610993378395716,Low satisfaction score (1/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00476,0.4735434457603706,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk
C00477,0.05135772157765775,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00478,0.044110175447000306,Few support queries (0) decreased churn risk,Many promotional offers used (4) decreased churn risk,Delayed payment history increased churn risk
C00479,0.15485005664012153,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00480,0.2258303520009993,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk,Delayed payment history increased churn risk
C00481,0.9420197151225594,Low satisfaction score (2/10) increased churn risk,Short subscription history (3 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00482,0.9248858532812617,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,High daily watch time (4.4 hours) decreased churn risk
C00483,0.2740374613476853,High satisfaction score (8/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,Frequent support queries (8) increased churn risk
C00484,0.3088290573239143,Many promotional offers used (4) decreased churn risk,Delayed payment history increased churn risk,High engagement rate (7/10) decreased churn risk
C00485,0.505329516082847,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00486,0.03134339008656324,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00487,0.8851697996854333,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00488,0.3273195276323774,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Low engagement rate (2/10) increased churn risk
C00489,0.49568568521433015,High satisfaction score (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk
C00490,0.4956092216642296,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00491,0.763996379342831,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Short subscription history (1 months) increased churn risk
C00492,0.3113533081036205,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00493,0.022353209016986095,High satisfaction score (10/10) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00494,0.7537105476561204,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,Few promotional offers used (0) increased churn risk
C00495,0.17962243883091009,High engagement rate (8/10) decreased churn risk,Support queries logged (3) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk
C00496,0.9745140616434862,Frequent support queries (10) increased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00497,0.6244857777135793,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00498,0.04268057320870336,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00499,0.9507384049044297,Low satisfaction score (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
